id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
3125,1.0790825399453752e-05,1.890802394655111e-07,3.489901700959308e-07,5.5720324354524564e-08,0.00016328801575582474,3.6622262200580735e-07,0.00019419014279264957,8.891251127352007e-06,2.788341646464687e-07,0.003778862999752164,0.07225692272186279,0.37102529406547546,0.00038604295696131885,0.5299599766731262,0.002461889525875449,9.351150765724014e-06,1.4642486121374532e-06,6.082822210373706e-07,2.298649405929609e-06,2.964335635624593e-06,2.202448740717955e-05,2.7656474230752792e-06,4.212616318000073e-07,0.008621878921985626,0.0025438577868044376,3.196490752088721e-06,3.015720722032711e-06,3.77121178729567e-09,2.1152493445697473e-06,1.2431184082117852e-08,2.8768452466465533e-05,0.00036878473474644125,5.1826016715494916e-05,1.2047846666973783e-06,5.259291356196627e-06,5.326507590552865e-08,0.0013113052118569613,0.0003915277193300426,4.90234415337909e-05,8.541359420632944e-06,4.235068331581715e-07,3.925622849010324e-08,0.0004978940123692155,9.079895244212821e-05,4.8761961807031184e-05,0.0012224892852827907,4.549067671177909e-05,1.8965446102470196e-08,2.0134716578468215e-06,2.3193788365460932e-06,1.2714413344383502e-07,0.0004199491813778877,0.00023060648527462035,3.170278432662599e-06,1.960335794137791e-06,2.591445991129149e-07,1.1484825108709629e-06,4.704765022012225e-09,0.0037371963262557983,1.4925210962246638e-05,7.283658760570688e-07
3126,0.0003490317321848124,1.1637815987342037e-05,4.904307934339158e-05,0.001660073408856988,1.7699090676615015e-05,0.0003862176672555506,4.025193447887432e-06,2.639103877299931e-05,3.0021369639143813e-06,3.8399889490392525e-06,5.579763637797441e-06,5.811805294797523e-07,6.220361115083506e-09,4.6037104084462044e-07,5.574905799221597e-07,0.0002212937397416681,1.2905346011393704e-05,1.0323115020582918e-05,1.484310814703349e-05,1.6378844520659186e-06,1.5020738828752656e-05,9.415413660462946e-05,0.0012457788689062,9.908051288221031e-05,5.4506476772075985e-06,0.0001356347929686308,0.9916173815727234,0.0001701164001133293,9.932723088468265e-09,6.558121157240748e-08,2.4200882762670517e-05,1.8880031120716012e-06,0.00013523895177058876,0.00014045697753317654,3.2410709991381736e-06,0.0002874421188607812,0.00013978040078654885,1.1367909564796719e-06,8.261321227109875e-07,1.3723782998908973e-08,0.00032997451489791274,0.00020898462389595807,6.834255145804491e-06,4.850558070756961e-06,3.825644796506822e-07,5.871506232324464e-07,3.5229579680162715e-06,1.8591390471556224e-05,0.0001030943458317779,0.0016835220158100128,0.0003952577244490385,2.6376724235888105e-06,1.8861673112269273e-08,4.9686314014252275e-05,0.00011985463788732886,6.125275103840977e-05,5.5561513363500126e-06,8.31117358757183e-05,1.5336736396420747e-06,1.510152196715353e-05,9.557019438943826e-06
3127,0.002123966347426176,0.02023937925696373,6.651485364272958e-06,1.0511737855267711e-05,3.8915270124562085e-05,0.0005480305990204215,0.05063219740986824,4.818074739887379e-05,3.1476061849389225e-05,4.234208972775377e-05,0.0018262092489749193,0.00022568926215171814,1.1645141967164818e-05,0.002197957830503583,0.030722808092832565,0.0016201721737161279,0.00022338505368679762,0.0002399476506980136,2.2226140572456643e-05,4.2872845369856805e-05,0.000301387335639447,0.00024911778746172786,2.880711065245123e-07,0.0002657081640791148,0.0011577315162867308,0.00024847680469974875,0.0007745319162495434,5.6084059906424955e-05,2.3630575014976785e-05,0.009449446573853493,5.941842118772911e-06,1.3338301869225688e-05,0.003597197588533163,0.01663903333246708,0.0010244230506941676,1.0602578186080791e-05,0.0009432975202798843,0.07232838869094849,0.0039872052147984505,9.897162817651406e-05,0.0002033850469160825,0.0001902497315313667,0.0694812685251236,0.20549416542053223,0.010637479834258556,0.4679182171821594,0.0005752564175054431,0.0011151687940582633,0.0010830294340848923,0.0026753011625260115,3.0529347441188293e-06,1.9720164345926605e-05,6.6123297983722296e-06,7.375256245722994e-07,0.0004330417141318321,1.565741285958211e-06,0.0009109087404794991,1.3346848959372437e-07,0.0007400049362331629,0.013691321015357971,0.0027900387067347765
3128,0.0005173254758119583,8.24674225441413e-06,4.892290962743573e-05,0.00013158170622773468,1.132885336119216e-05,7.540214573964477e-05,5.260694706521463e-06,0.0001513820607215166,0.0017029100563377142,2.865888745873235e-05,0.00020361857605166733,7.489852578146383e-05,3.7970198718539905e-06,3.523412260619807e-06,3.7413650716189295e-05,0.0007836165023036301,1.8297494079888565e-06,1.1228356925130356e-05,1.4472224393102806e-05,6.490133273473475e-06,5.374156899051741e-06,0.00014441952225752175,6.669763388345018e-05,0.00017984898295253515,0.0003314515925012529,1.3409255188889802e-05,0.9662529826164246,1.740086736390367e-05,1.7844886315288022e-05,2.9440445359796286e-05,6.715745257679373e-05,5.806101853522705e-06,0.003775591030716896,1.2335808605712373e-05,4.152440669713542e-05,8.147036714944988e-05,0.00030487467302009463,1.4414289353226195e-06,3.876056871376932e-05,1.1944183597734082e-06,1.2538122064142954e-05,1.0209399988525547e-05,2.191485691582784e-05,4.579589221975766e-05,1.3660853255714756e-05,3.679082510643639e-05,1.1153004379593767e-05,5.716673331335187e-05,0.003925395663827658,0.009180502966046333,0.0006536265136674047,0.00013310721260495484,8.569017154513858e-06,9.850265996647067e-06,6.908890645718202e-05,3.45373191521503e-05,2.4607222712802468e-06,5.774670353275724e-05,2.6998826797353104e-05,5.160216915101046e-06,0.010472791269421577
3129,0.002434342633932829,1.5980818716343492e-05,1.1344944823576952e-06,0.00018320151139050722,0.0002507661993149668,1.1844738764921203e-05,7.593284863105509e-07,1.9299154701002408e-06,1.331504881818546e-05,1.6467100067529827e-05,8.13379210740095e-06,2.1493949589057593e-06,6.812850870119291e-07,1.9120628280688834e-07,1.1275667930021882e-05,0.0003827670298051089,6.0267202570685185e-06,5.612285804090789e-06,5.494579818332568e-05,1.4780596302443882e-06,1.6761435972512118e-06,4.328479008108843e-06,0.00011792334407800809,5.710850928153377e-06,0.00012548660743050277,1.0502955774427392e-05,0.9880552291870117,3.14866156259086e-07,2.2517865261306724e-07,9.041838211487629e-07,1.592753324075602e-05,3.388111508684233e-06,0.00032121577532961965,6.461851444328204e-05,0.0004078683559782803,9.234676326741464e-06,9.948696060746443e-06,2.9569685366936937e-08,9.18292880669469e-06,4.729406555270543e-06,6.870038191664207e-07,2.9767440992145566e-06,3.1792504159966484e-05,2.4925766410888173e-05,2.8525505513243843e-08,2.4250678620774124e-07,4.379465735837584e-06,1.5074626844580052e-06,0.00031148706329986453,0.000737524766009301,0.0004903343506157398,2.105758312609396e-06,5.260864099909668e-07,5.33253751200391e-06,1.0592585795166087e-06,2.226939841420972e-06,4.399468309657095e-07,0.0016010950785130262,3.832221409538761e-05,1.5904604424576974e-06,0.004170012194663286
3130,0.001530719455331564,6.73335453029722e-05,3.254465354984859e-06,0.00035159182152710855,2.3886027520347852e-06,5.4195312259253114e-05,1.9486958990455605e-05,1.8195474694948643e-05,7.848791938158683e-06,6.1023165471851826e-06,8.379058272112161e-06,3.325934585518553e-07,3.994452129063575e-07,3.682352200939931e-08,8.02856720838463e-06,0.00015338171215262264,1.6842965351315797e-06,5.7772090258367825e-06,2.702921847230755e-06,5.93272829974012e-07,3.227113154480321e-07,3.378993642400019e-05,1.3847236004949082e-05,2.088374230879708e-06,3.5133572964696214e-05,3.280719738540938e-06,0.9833046197891235,2.4508513888577e-05,6.110029744377243e-07,6.658134225290269e-05,2.1490584913408384e-05,3.534201368893264e-06,0.0005969905760139227,0.0005035794456489384,9.120242611970752e-05,3.8114492781460285e-05,5.815726035507396e-05,5.476617843669374e-07,3.988895332440734e-05,2.4411294816673035e-06,4.37975086242659e-06,3.411057696212083e-05,8.923593668441754e-06,1.0607398508000188e-05,3.7662070440092066e-07,1.8782162669594982e-06,1.994155809370568e-06,0.0002145179605577141,0.0031209869775921106,0.004132591187953949,0.0009064489859156311,7.645694495295174e-07,7.646530093552428e-07,5.304466412781039e-07,5.346657781046815e-05,1.0718304110923782e-06,1.5930515928630484e-06,1.4637706044595689e-05,8.770819476922043e-06,3.9434780774172395e-06,0.004394604824483395
3131,0.0036413066554814577,0.00025835412088781595,9.349428728455678e-05,0.004579170141369104,0.00023792870342731476,2.64381269516889e-05,4.399462795845466e-06,8.214804984163493e-05,8.243228876381181e-06,2.3090571630746126e-05,5.895663889532443e-06,5.538962795981206e-06,2.2965532764374075e-07,2.6216480364382733e-06,1.305148998653749e-06,0.0004987863940186799,0.0021524166222661734,0.00012782463454641402,0.0002579469291958958,1.445352791051846e-05,5.41949475518777e-06,6.639304046984762e-06,0.01461503654718399,7.126347918529063e-05,0.0005589572829194367,7.845697837183252e-05,0.8005701899528503,1.6114501704578288e-05,1.5222662241853868e-08,2.7735254661820363e-06,0.000229411554755643,3.0719831556780264e-05,0.00027596045401878655,0.0009322312544099987,0.00622493214905262,6.293822661973536e-05,8.784187230048701e-06,2.0123056856391486e-06,1.402252382831648e-05,3.7944334962958237e-07,0.0002145320177078247,0.00026800361229106784,0.00032605728483758867,5.534255251404829e-05,2.3835964668705856e-07,1.4197656810210901e-06,1.981385503313504e-05,9.021810001286212e-06,0.0002271795819979161,0.00037481210893020034,0.0014760661870241165,2.890448058678885e-06,1.560265729949606e-07,0.0001262038858840242,1.3668254723597784e-05,1.896035610116087e-05,4.597831775754457e-06,0.16029438376426697,0.0001564868725836277,6.6709035309031606e-06,0.0006755868089385331
3132,0.00015551024989690632,0.012327628210186958,2.411230070720194e-06,2.0891016902169213e-05,2.9332102712942287e-05,1.6125853790072142e-06,1.744527617120184e-05,1.1420551345509011e-05,8.47208070808847e-07,1.4605037677029031e-06,2.4655793140482274e-07,2.4713713173696306e-06,8.979069043846266e-09,3.5998643852508394e-06,6.711601230335873e-08,1.3008732821617741e-05,0.9735726118087769,0.0003670303267426789,1.625128606974613e-05,6.556614380315295e-07,4.698366353750316e-07,1.409798358054104e-07,5.151435289008077e-06,1.5922372540444485e-06,2.1215786546235904e-05,2.593778117443435e-05,0.0015088552609086037,5.437396339402767e-06,1.906540036955562e-09,2.186961683037225e-05,9.832864452619106e-05,2.562067720646155e-06,2.6123184397874866e-06,0.007126349024474621,0.002707821549847722,8.598705107942806e-07,1.280118056001811e-07,0.0005528298206627369,1.858482164607267e-06,3.881883259282404e-08,0.0007783353212289512,6.135636795079336e-05,0.00021520419977605343,1.4599676433135755e-05,2.3349452931142878e-06,6.529234087793157e-05,9.08799484022893e-06,3.837215444946196e-06,8.328495823661797e-06,1.6049594933065237e-06,9.9452881840989e-07,3.376123913767515e-08,5.998320729005968e-10,5.098739279674191e-07,9.151552148978226e-06,8.637628923224838e-08,1.5095634807948954e-05,8.890152093954384e-05,2.730443338805344e-05,2.9443301173159853e-05,3.9905597077449784e-05
3133,8.229211516663781e-07,9.503099818175542e-07,7.028217510196555e-07,4.33489404372267e-08,1.9507651813910343e-06,4.800537681148853e-06,2.053919878619581e-08,1.5601164705003612e-05,0.9753958582878113,7.847570770991297e-08,5.90037161600776e-05,0.00016393839905504137,9.065627182280878e-08,2.2758763407182414e-07,1.7324509826721624e-06,4.8093930672621354e-05,1.6028351979002764e-08,2.4004862098081503e-06,7.693679435760714e-06,1.0615705832606182e-05,5.0682319852057844e-06,1.3890507034375332e-05,1.9478729740285416e-08,2.105276735164807e-06,2.4083869902824517e-06,5.855388280906482e-06,0.00965636596083641,6.862236290317014e-08,0.010967611335217953,2.2317857656162232e-05,3.282270427007461e-06,1.9778399007464031e-07,0.00025633577024564147,5.884509590714515e-08,1.3300947898642335e-07,5.51422317585093e-06,6.925190064066555e-06,1.6612391462444975e-08,1.3828110922986525e-07,1.7415210322724306e-06,5.960699240858958e-07,8.402995632650345e-08,3.9091074199859577e-07,5.1799684115394484e-06,6.163890066090971e-05,6.541753828059882e-05,6.351702268148074e-06,9.6975145424949e-07,0.0011195546248927712,0.00047302950406447053,0.00012024767056573182,8.065842848736793e-05,3.7695508581236936e-07,1.1349374062774586e-07,1.6172767800526344e-06,9.891302852338413e-07,3.0236495263125107e-07,1.0205301492760555e-07,2.270049463959367e-07,1.4764227671548724e-06,0.001395900035277009
3134,0.00017113317153416574,0.0005309131229296327,3.4339785770498565e-07,9.905156872491716e-08,3.8652983591624945e-10,7.072482333114749e-08,0.17962393164634705,1.9116555449727457e-06,2.653783326422854e-08,2.6806451387528796e-06,1.0772384939627955e-07,5.040083550511554e-08,3.165921924619397e-08,7.315556871390072e-08,1.9954575236624805e-07,1.7909535472426796e-06,5.6601766829089684e-08,1.0756988189086769e-07,9.907761278071803e-10,6.523815265779831e-09,8.901333892197272e-09,6.690675218123943e-05,2.005049681841342e-09,2.211415939257222e-08,7.578000449370847e-09,1.0308114894996834e-07,4.754194378620014e-06,0.0035624310839921236,2.894664135055791e-07,5.0812552217394114e-05,1.6293744920403697e-05,1.021134039547178e-06,7.285549600055674e-06,1.6676280210958794e-05,5.411387746789842e-07,2.2562894628208596e-06,3.7489717215066776e-05,0.0009036183473654091,1.1944890502491035e-05,9.081955795409158e-06,4.4335169491205306e-07,5.259112612066019e-08,7.354183253482915e-07,8.370800060220063e-06,5.96359370774735e-07,1.3422233678284101e-05,9.217212948442466e-08,0.8144106864929199,4.8177917051361874e-05,9.292070171795785e-05,1.8351618891188082e-08,6.042605491529685e-07,7.597006401738327e-08,4.855632340650118e-08,0.0003864009049721062,5.61432766943426e-09,9.923427569447085e-06,1.1082031126097291e-11,1.0179959097911251e-08,2.183117203458096e-06,9.696951508431084e-08
